Priority,Tender Agency,Tender Detail,Technology,Capacity MW,State,Winner Group,Winner SPV,Tariff,Expected COD,Months to COD,COD Basis,Confidence,Tender Ref No,Award Date,Source URL,Award URL
37,SECI,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Unclassified,1000.0,,Hero Future; Rays Power; Resolven; Hexa; Juniper,,,2028-08-07,23,24 months from award (default),Press report - verify,,2026-08-07,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
38,SECI,Juniper Green Energy Emerges Winner in 1 GW SECI FDRE Tender - Energetica India Magazine,Round-the-Clock / CfD / Trading,1000.0,,Juniper Green,,,2028-08-10,23,24 months from award (Round-the-Clock / CfD / Trading),Press report - verify,,2026-08-10,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHN2c0tRbUZTTENZR21jNnBIVDVzNXJ4OFNHZk1Ud25SRUhidWRuclFIVWhNLTZwWFhGSS1VQzV4QU1Sc0E3X2NtZkh3aFd4M2RJa2dXNWNVTjEwMEI2SmljTHlXeGFUQXl0RVA1cDFRSExkMkJPa2F4bHc0VklCdTh5LUd1NWRUR0QyY3dSSnJyUzgwMG1tQUdTNldOTGpZ?oc=5,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHN2c0tRbUZTTENZR21jNnBIVDVzNXJ4OFNHZk1Ud25SRUhidWRuclFIVWhNLTZwWFhGSS1VQzV4QU1Sc0E3X2NtZkh3aFd4M2RJa2dXNWNVTjEwMEI2SmljTHlXeGFUQXl0RVA1cDFRSExkMkJPa2F4bHc0VklCdTh5LUd1NWRUR0QyY3dSSnJyUzgwMG1tQUdTNldOTGpZ?oc=5
39,MPPMCL,Adani Power Wins Additional 800 MW Order from MPPMCL - India Infoline,Unclassified,800.0,,Adani Power,,,2027-09-11,12,24 months from award (default),Press report - verify,,2025-09-11,https://news.google.com/rss/articles/CBMingFBVV95cUxQOVI4RlY5eTdVdXlYZXp0ZmpGN0NBVVpmZkVHM3JiNzJGa2h0elRRMDNzbnpRQWlzOEJ0aldUeEM3a2I0dlhoak5HZTYyZXJwMEJWVjF5R2NsNWFmSXdxVjFnTnVOSXJMVWxrbHRqdEU3bVVUckRCelB2aUNUTGc2ZVgyWDRseEFMYXpUQWoyRmtVNkhCdW5TY0pSMHVlZw?oc=5,https://news.google.com/rss/articles/CBMingFBVV95cUxQOVI4RlY5eTdVdXlYZXp0ZmpGN0NBVVpmZkVHM3JiNzJGa2h0elRRMDNzbnpRQWlzOEJ0aldUeEM3a2I0dlhoak5HZTYyZXJwMEJWVjF5R2NsNWFmSXdxVjFnTnVOSXJMVWxrbHRqdEU3bVVUckRCelB2aUNUTGc2ZVgyWDRseEFMYXpUQWoyRmtVNkhCdW5TY0pSMHVlZw?oc=5
40,MPPMCL,"Adani Power wins additional 800 MW LoA from MPPMCL, total at 1,600 MW - Business Standard",Unclassified,800.0,,Adani Power,,,2027-09-11,12,24 months from award (default),Press report - verify,,2025-09-11,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNb0h2S0VISE1SQUV4RVlwb0VFeVh4T2M4SmlFY3lkX0ZRM0xMOU5kOTY4U01LalJHQ0dyRjBMTUFoU3VzT21TdnVVSE1nUk83SnNfcjJNLThzZ2pvcmI2MDRUZlB1OHdoU0JvMzdYbU9zdHBNOHRUTkRRTGVScGRtYU1jN05MSUt1UU1uSVdWWjZpdDBrYWxTVjQzazNqN2FGRmo1MVlSTEtkcjNKVU5aRVZLaDdhTWxSaEt30gHAAUFVX3lxTE5jV0F4Z01POGhfdUpfRkV6QnJFWlZ2anRzdVZPZmh6RWxMUjZKNVl4bnBBbkRDYlJDY1VUN0xnaDAxd2lPOXZEcnFOSU9OcFhDUWNDTlMwU1pReVZrRDZSX0JveVhsdTlyZGozLW02Zmx0ajdKZ0RYVTlMMWl2T1E4aFRzSDBQWU5ELURfWnBhTmQ3YmxzRTRzYWF2c0swOEZNbjFnOG5va1N2dXBKdTVpWUxBZnZXaE5tWG53bTN1SA?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNb0h2S0VISE1SQUV4RVlwb0VFeVh4T2M4SmlFY3lkX0ZRM0xMOU5kOTY4U01LalJHQ0dyRjBMTUFoU3VzT21TdnVVSE1nUk83SnNfcjJNLThzZ2pvcmI2MDRUZlB1OHdoU0JvMzdYbU9zdHBNOHRUTkRRTGVScGRtYU1jN05MSUt1UU1uSVdWWjZpdDBrYWxTVjQzazNqN2FGRmo1MVlSTEtkcjNKVU5aRVZLaDdhTWxSaEt30gHAAUFVX3lxTE5jV0F4Z01POGhfdUpfRkV6QnJFWlZ2anRzdVZPZmh6RWxMUjZKNVl4bnBBbkRDYlJDY1VUN0xnaDAxd2lPOXZEcnFOSU9OcFhDUWNDTlMwU1pReVZrRDZSX0JveVhsdTlyZGozLW02Zmx0ajdKZ0RYVTlMMWl2T1E4aFRzSDBQWU5ELURfWnBhTmQ3YmxzRTRzYWF2c0swOEZNbjFnOG5va1N2dXBKdTVpWUxBZnZXaE5tWG53bTN1SA?oc=5
41,GUVNL,Welspun and NLC India Achieve INR 2.34/Unit Discovered Tariff in GUVNL 625 MW Solar Auction - energetica-india.net,Solar,625.0,,NLC India,,,2028-03-18,18,24 months from award (Solar),Press report - verify,,2026-03-18,https://news.google.com/rss/articles/CBMixgFBVV95cUxPYk5yXzl6LTc4SjhhaDJlQy11VHVyeG9Yd1NRd29fbVlGY1R4ZlZqdFhlQzdQeEI1cjF3NDBOLV9jaEFkWTJfelQwaldYM3BKMmw2NFRWeE5aTHhiWjN2cXp6M0xLZ0kxaVJxUnVGSkdaVGhRcUx1TE1adXdPRURSbVFsc1pXUXZ2Vkhyb1Z4ZHFKLUtuX3ZyY2RaRG9vbHVTVG9JM0JNTk14T0FKRzdyaVNXN0dZQTVTdlFyT05NeVdZY2lxTnc?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxPYk5yXzl6LTc4SjhhaDJlQy11VHVyeG9Yd1NRd29fbVlGY1R4ZlZqdFhlQzdQeEI1cjF3NDBOLV9jaEFkWTJfelQwaldYM3BKMmw2NFRWeE5aTHhiWjN2cXp6M0xLZ0kxaVJxUnVGSkdaVGhRcUx1TE1adXdPRURSbVFsc1pXUXZ2Vkhyb1Z4ZHFKLUtuX3ZyY2RaRG9vbHVTVG9JM0JNTk14T0FKRzdyaVNXN0dZQTVTdlFyT05NeVdZY2lxTnc?oc=5
42,NLC India,Welspun Renewable And NLC India Renewables Win GUVNL 625 MW Solar Auction At ₹2.34/kWh - SolarQuarter,Solar,625.0,,Renew,,,2028-03-20,18,24 months from award (Solar),Press report - verify,,2026-03-20,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRnA1T1VySmM2UG5KQUhtaXJnUDlhcWpJTnJaSVVBd1gtcUpneWprN3hTbUxSUWhsbVItQ3h4cEE1a296QkxJRDNjWS16LTFaMEJkVjZEejdrS25BREJBal9aU1dpaHNOa1hnUjdWMVBwQmJaNWI4WkpDNjdhTnFsWUNPNnNRUDY4RzVVaXJxRzNGZTNKNk85eGpiOGVxNUZ4bnlfSXp2RFpCekt6ZXZQeXZiRXRuWW15NkxOZlBDcUZhZU5ieWlZUHVTcw?oc=5,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRnA1T1VySmM2UG5KQUhtaXJnUDlhcWpJTnJaSVVBd1gtcUpneWprN3hTbUxSUWhsbVItQ3h4cEE1a296QkxJRDNjWS16LTFaMEJkVjZEejdrS25BREJBal9aU1dpaHNOa1hnUjdWMVBwQmJaNWI4WkpDNjdhTnFsWUNPNnNRUDY4RzVVaXJxRzNGZTNKNk85eGpiOGVxNUZ4bnlfSXp2RFpCekt6ZXZQeXZiRXRuWW15NkxOZlBDcUZhZU5ieWlZUHVTcw?oc=5
43,SJVN,"KP Group, UPC Renewables, Datta Infra, Resolven Win SJVN’s 600 MW Wind Auction - Energetica India Magazine",Wind,600.0,,Renew; Resolven,,,2028-03-02,18,24 months from award (Wind),Press report - verify,,2026-03-02,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5
44,NLC India,NLC India Secures 600 MW Solar Award in UP Scaling Renewable Energy Pipeline - Sahi,Solar,600.0,,Renew,,,2028-07-01,22,24 months from award (Solar),Press report - verify,,2026-07-01,https://news.google.com/rss/articles/CBMitgFBVV95cUxPWndycnlhenM0NU1ybDl5Mk1LX3BGQzYtUVNjeVl2R2tLLU16Q05GdTZxS1RCX0VZV0UwTVdhajJacVBjN3JJcmtpNVpvbXhtRFFzQnU3cVdGdXA4bXQ4ZlVSN3ExX3Q3WWFHZ2xsWlp0Z25leFBvbURDR1B2X2Zya25pOVR2T3hkRFROV2Vmal9xRnMzbEtvVzRDVjNIcGhHVVg4UUxvQmhGRUxJNml3aVNmYlRKUQ?oc=5,https://news.google.com/rss/articles/CBMitgFBVV95cUxPWndycnlhenM0NU1ybDl5Mk1LX3BGQzYtUVNjeVl2R2tLLU16Q05GdTZxS1RCX0VZV0UwTVdhajJacVBjN3JJcmtpNVpvbXhtRFFzQnU3cVdGdXA4bXQ4ZlVSN3ExX3Q3WWFHZ2xsWlp0Z25leFBvbURDR1B2X2Zya25pOVR2T3hkRFROV2Vmal9xRnMzbEtvVzRDVjNIcGhHVVg4UUxvQmhGRUxJNml3aVNmYlRKUQ?oc=5
45,NVVN,"NVVN Allocates 500 MW BESS Projects In Rajasthan; Winners Include Stockwell Solar, Oriana Power, Inox, Solar91, And Rays Power - SolarQuarter",Solar + Storage,500.0,Rajasthan,Rays Power,,,2027-06-23,9,24 months from award (Solar + Storage),Press report - verify,,2025-06-23,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPUG5BdGZsNEw4dGQ3X0FMR0Fyd0xxdlNOajRGMl9NWE5jNWJlbFhSb3dLSlJZTGpuV3lLZ3M3X3A2ZlpYd29WeUJSVTRDTEFlN3BJaF9DdGpnSC0ybzBhM1JjN2lubU5UOWNZSnJxM09sQkZwakZCYW9vVF9SZzl3cy1uYlU0OU1wTllWZWN0R1EtbXpmeWZHQl9GQkhCcDk1UlZDSTFQX1hUcEZzVHNYZFRjNU5zMDFibGtWdWNjX2hWTWxXcE02QzZYRU9jX0Vtd01ycjd5M3A4QV9xVUpfb3liOWUzSzM1c3I4dFNkOA?oc=5,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPUG5BdGZsNEw4dGQ3X0FMR0Fyd0xxdlNOajRGMl9NWE5jNWJlbFhSb3dLSlJZTGpuV3lLZ3M3X3A2ZlpYd29WeUJSVTRDTEFlN3BJaF9DdGpnSC0ybzBhM1JjN2lubU5UOWNZSnJxM09sQkZwakZCYW9vVF9SZzl3cy1uYlU0OU1wTllWZWN0R1EtbXpmeWZHQl9GQkhCcDk1UlZDSTFQX1hUcEZzVHNYZFRjNU5zMDFibGtWdWNjX2hWTWxXcE02QzZYRU9jX0Vtd01ycjd5M3A4QV9xVUpfb3liOWUzSzM1c3I4dFNkOA?oc=5
46,NTPC,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,Unclassified,500.0,,NTPC Green; SECI,,,2028-08-22,23,24 months from award (default),Press report - verify,,2026-08-22,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5
47,SECI,NTPC Renewable Energy Wins 500 MW in SECI Peak Power Auction at ₹6/kWh - Microgrid Media,Unclassified,500.0,,NTPC Renewable,,,2028-08-23,23,24 months from award (default),Press report - verify,,2026-08-23,https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5
48,SECI,NTPC REL Wins 500 MW Renewable Energy Contract In SECI Auction At INR 6/kWh - SolarQuarter,Unclassified,500.0,,Renew,,,2028-08-28,23,24 months from award (default),Press report - verify,,2026-08-31,https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5
49,SECI,NTPC Green Energy Arm Wins 500 MW SECI Peak Power Tender - Equitypandit,Unclassified,500.0,,NTPC Green,,,2028-08-24,23,24 months from award (default),Press report - verify,,2026-08-24,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5
50,SECI,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - energy.economictimes.indiatimes.com,Unclassified,500.0,,NTPC Renewable,,,2028-08-22,23,24 months from award (default),Press report - verify,,2026-08-22,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5
51,SECI,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - ET EnergyWorld,Unclassified,500.0,,NTPC Renewable,,,2028-08-22,23,24 months from award (default),Press report - verify,,2026-08-22,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ1?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ1?oc=5
52,NTPC,NTPC REL Wins 500 MW SECI Renewable Contract At Rs 6 per kWh - Construction World,Unclassified,500.0,,SECI; Renew,,,2028-09-03,24,24 months from award (default),Press report - verify,,2026-09-03,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPd296c2F1UU96M25sUV9GSmRDLVFEZndIcU9XWXFMTUFtRTJoZGgwOU9VUzR0X2d5WUl1UzFwRzZwLVhVd21lcXRRVHcybUVrT1dMSTR3dmtzVVhCTUlHVnNORlV2OWlvMThlamI3UFdFaVZyM2tQYnVza0l2WVRuS2xIcHlfa0RIenZJdDBSQmhQNndyV0JRX1Y5UGhMSUlxMVk0aFluamZHeFQtZU85WlhmNkpaVFUwODVUb3h4azhRMUo1czlWaFFES3ZONUtuZGI2Y0N4NVo4ZEVTZG5QSW93?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPd296c2F1UU96M25sUV9GSmRDLVFEZndIcU9XWXFMTUFtRTJoZGgwOU9VUzR0X2d5WUl1UzFwRzZwLVhVd21lcXRRVHcybUVrT1dMSTR3dmtzVVhCTUlHVnNORlV2OWlvMThlamI3UFdFaVZyM2tQYnVza0l2WVRuS2xIcHlfa0RIenZJdDBSQmhQNndyV0JRX1Y5UGhMSUlxMVk0aFluamZHeFQtZU85WlhmNkpaVFUwODVUb3h4azhRMUo1czlWaFFES3ZONUtuZGI2Y0N4NVo4ZEVTZG5QSW93?oc=5
53,SJVN,ACME Solar wins 450 MW peak power project under SJVN FDRE-IV - Manufacturing Today India,Solar,450.0,,ACME Solar,,,2027-11-11,14,24 months from award (Solar),Press report - verify,,2025-11-11,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5
54,SJVN,ACME Solar Awarded 450 MW-1800 MWh SJVN FDRE-IV Project - Energetica India Magazine,Solar,450.0,,ACME Solar,,,2027-11-12,14,24 months from award (Solar),Press report - verify,,2025-11-12,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5
55,SJVN,ACME Solar Wins 450 MW Peak Power Project Under SJVN FDRE-IV Tender at ₹6.75/unit Tariff - SolarQuarter,Solar,450.0,,ACME Solar,,,2027-11-11,14,24 months from award (Solar),Press report - verify,,2025-11-11,https://news.google.com/rss/articles/CBMizgFBVV95cUxOVlZTclZNOUJwZWZBeE5rcDJqU1RZbmJkLXA1OXFEOU5JbFhKN2s5Tnptd3ZRVDVoM2pHN1JHLTJCOGtrR0psZjNTOFJTVlV3aUdnM09Bd0FpOE5vUUJPaVI1TGJpV0w5NjRPSDVjTGFFYWEweUlvRG9qQkpfZGUyODB4dVZ3YW1RaWlqOTZCV0JsYS1fY1pnN3V6RFAzZEtxTGtJRjZKUUVydXFrdnJFUlUzdHZfU2FPY3QwbldvZkFtVWdqUk56bjd6M1JyQQ?oc=5,https://news.google.com/rss/articles/CBMizgFBVV95cUxOVlZTclZNOUJwZWZBeE5rcDJqU1RZbmJkLXA1OXFEOU5JbFhKN2s5Tnptd3ZRVDVoM2pHN1JHLTJCOGtrR0psZjNTOFJTVlV3aUdnM09Bd0FpOE5vUUJPaVI1TGJpV0w5NjRPSDVjTGFFYWEweUlvRG9qQkpfZGUyODB4dVZ3YW1RaWlqOTZCV0JsYS1fY1pnN3V6RFAzZEtxTGtJRjZKUUVydXFrdnJFUlUzdHZfU2FPY3QwbldvZkFtVWdqUk56bjd6M1JyQQ?oc=5
